[210]		一	×一
[2941]		増	⿰{土,曽}
[2942]		墨	⿱{黒,土}
[2943]		壽	⿱{土,⿱{乛,⿻⿱{工,吋}}}
[2944]		夥	⿰{果,多}
[2945]		奪	⿱{奞,寸}
[2946]		嫖	⿰{女,票}
[2947]		嫡	⿰{女,啇}
[2948]		嫣	⿰{女,焉}
[2949]		嫦	⿰{女,常}
[2950]		嫩	⿰{女,敕}
[2951]		孵	⿰{卵,孚}
[2952]		察	⿱{宀,祭}
[2953]		寡	⿱{宀,⿻⿱{⿻⿱{⿻⿱{一,′},且},分}}
[2954]		寥	⿱{宀,翏}
[2955]		寧	⿱{⿱{宀,心},⿱{罒,丁}}
[2956]		對	⿰{⿻⿱{⿻⿱{业,丷},𤣩},寸}
[2957]		層	⿸{尸,曽}
[2958]		嶄	⿱{山,斬}
[2959]		嶋	⿰{山,鳥}
[2960]		幔	⿰{巾,曼}
[2961]		廓	⿸{广,郭}
[2962]		彰	⿰{章,彡}
[2963]		徳	⿰{彳,⿱{⿻⿱{十,罒},心}}
[2964]		徴	⿰{彳,⿰{⿱{山,𤣩},攵}}
[2965]		慇	⿱{殷,心}
[2966]		態	⿱{能,心}
[2967]		慕	⿵{莫,⺗}
[2968]		慚	⿰{忄,斬}
[2969]		慟	⿰{忄,動}
[2970]		慢	⿰{忄,曼}
[2971]		慣	⿰{忄,貫}
[2972]		慥	⿰{忄,⿺{⻍,告}}(⿰{忄,造})
[2973]		慴	⿰{忄,習}
[2974]		慷	⿰{忄,康}
[2975]		憎	⿰{忄,曽}
[2976]		截	⿹{⿻↖{十,戈},隹}
[2977]		摘	⿰{扌,啇}
[2978]		摺	⿰{扌,習}
[2979]		敲	⿰{高,攴}
[2980]		斡	⿰{龺,⿵{人,斗}}
[2981]		旗	⿰{方,⿻⿱{𠂉,其}}
[2982]		暢	⿰{申,昜}
[2983]		暦	⿸{麻,日}
[2984]		暮	⿵{莫,日}
[2985]		概	⿰{木,既}
[2986]		榎	⿰{木,夏}
[2987]		榕	⿰{木,容}
[2988]		榛	⿰{木,秦}
[2989]		榜	⿰{木,旁}
[2990]		榧	⿰{木,匪}
[2991]		榮	⿱{⿰{火,火},⿱{冖,木}}
[2992]		榲	⿰{木,⿱{囚,皿}}
[2993]		榴	⿰{木,留}
[2994]		槇	⿰{木,眞}
[2995]		構	⿰{木,冓}
[2996]		槍	⿰{木,倉}
[2997]		槐	⿰{木,鬼}
[2998]		槓	⿰{木,貢}
[2999]		様	⿰{木,⿻⿱{兰,氺}}
[3000]		槙	⿰{木,真}
[3001]		樋	⿰{木,⿺{⻍,甬}}(⿰{木,通})
[3002]		模	⿰{木,莫}
[3003]		樺	⿰{木,華}
[3004]		歌	⿰{哥,欠}
[3005]		歎	⿰{⿻⿱{廿,⿻×{⿱{口,二},人}},欠}
[3006]		歴	⿸{麻,止}
[3007]		滲	⿰{氵,參}
[3008]		滴	⿰{氵,啇}
[3009]		滾	⿰{氵,袞}
[3010]		漁	⿰{氵,魚}
[3011]		漂	⿰{氵,票}
[3012]		漆	⿰{氵,⿱{木,⿵{人,氺}}}
[3013]		漉	⿰{氵,鹿}
[3014]		漏	⿰{氵,屚}
[3015]		演	⿰{氵,寅}
[3016]		漕	⿰{氵,曹}
[3017]		漫	⿰{氵,曼}
[3018]		漬	⿰{氵,責}
[3019]		漱	⿰{氵,敕}
[3020]		漲	⿰{氵,張}
[3021]		漸	⿰{氵,斬}
[3022]		潅	⿰{氵,⿻⿱{⿱{𠂉,一},隹}}
[3023]		煽	⿰{火,⿸{戶,羽}}(⿰{火,扇})
[3024]		熊	⿱{能,灬}
[3025]		熔	⿰{火,容}
[3026]		爾	⿻⿵{⿻⿱{一,⿻×{⿻⿱{ハ,冂},丨}},⿱{⿰{㐅,㐅},⿰{㐅,㐅}}}
[3027]		獄	⿰{犭,⿰{言,犬}}
[3028]		瑠	⿰{𤣩,留}
[3029]		瑣	⿰{𤣩,⿻⿱{𡭔,貝}}
[3030]		瑪	⿰{𤣩,馬}
[3031]		瑯	⿰{𤣩,郎}
[3032]		璃	⿰{𤣩,离}
[3033]		疑	⿰{匕,失}
[3034]		瘋	⿸{疒,風}
[3035]		睾	⿻⿱{⿻⿱{′,罒},幸}
[3036]		碑	⿰{石,卑}
[3037]		碧	⿱{珀,石}
[3038]		碩	⿰{石,頁}
[3039]		磁	⿰{石,茲}
[3040]		稗	⿰{禾,卑}
[3041]		種	⿰{禾,重}
[3042]		稲	⿰{禾,⿱{⺤,旧}}
[3043]		穀	⿰{⿱{土,⿱{冖,禾}},殳}
[3044]		窪	⿱{⿻⿱{宀,儿},洼}
[3045]		竪	⿱{臤,立}
[3046]		端	⿰{立,耑}
[3047]		箇	⿱{⺮,固}
[3048]		箋	⿱{⺮,戔}
[3049]		箏	⿱{⺮,爭}
[3050]		箒	⿱{⺮,帚}
[3051]		箕	⿱{⺮,其}
[3052]		算	⿱{⺮,⿻⿱{日,廾}}
[3053]		箝	⿱{⺮,拑}
[3054]		管	⿱{⺮,官}
[3055]		精	⿰{米,青}
[3056]		綜	⿰{糸,宗}
[3057]		綬	⿰{糸,受}
[3058]		維	⿰{糸,隹}
[3059]		綯	⿰{糸,匋}
[3060]		綱	⿰{糸,岡}
[3061]		網	⿰{糸,罔}
[3062]		綴	⿰{糸,叕}
[3063]		綸	⿰{糸,侖}
[3064]		綺	⿰{糸,奇}
[3065]		綻	⿰{糸,定}
[3066]		綽	⿰{糸,卓}
[3067]		綾	⿰{糸,夌}
[3068]		綿	⿰{糸,帛}
[3069]		緋	⿰{糸,非}
[3070]		総	⿰{糸,忩}
[3071]		緑	⿰{糸,⿻⿱{彐,氺}}
[3072]		緒	⿰{糸,者}
[3073]		練	⿰{糸,東}
[3074]		罰	⿱{罒,⿰{言,刂}}
[3075]		翠	⿱{羽,卒}
[3076]		翡	⿱{非,羽}
[3077]		聚	⿱{取,乑}
[3078]		聞	⿵{門,耳}
[3079]		聡	⿰{耳,忩}
[3080]		腐	⿸{广,⿱{付,肉}}
[3081]		膀	⿰{月,旁}
[3082]		膂	⿱{⿰{方,⿱{𠂉,⿻⿸{⿻⿱{ノ,レ},⿻⿱{ノ,乀}}}},月}
[3083]		膃	⿰{月,⿱{囚,皿}}
[3084]		膈	⿰{月,鬲}
[3085]		膏	⿱{高,月}
[3086]		膜	⿰{月,莫}
[3087]		蓴	⿱{⺾,專}
[3088]		蓼	⿱{⺾,翏}
[3089]		蔑	⿱{⺾,⿻⿱{罒,戌}}
[3090]		蔓	⿱{⺾,曼}
[3091]		蔗	⿱{⺾,庶}
[3092]		蔚	⿱{⺾,尉}
[3093]		蔦	⿱{⺾,鳥}
[3094]		蔭	⿱{⺾,陰}
[3095]		蜘	⿰{虫,知}
[3096]		蜚	⿱{非,虫}
[3097]		蜜	⿱{宓,虫}
[3098]		蜥	⿰{虫,析}
[3099]		蜷	⿰{虫,卷}
[3100]		蜻	⿰{虫,靑}
[3101]		蜿	⿰{虫,宛}
[3102]		蝋	⿰{虫,鼡}
[3103]		蝕	⿰{⻞,虫}
[3104]		裳	⿱{⿱{龸,口},衣}
[3105]		製	⿱{制,衣}
[3106]		複	⿰{⻂,⿱{𠂉,⿻⿱{日,夂}}}
[3107]		誌	⿰{言,志}
[3108]		認	⿰{言,忍}
[3109]		誑	⿰{言,狂}
[3110]		誓	⿱{折,言}
[3111]		誘	⿰{言,秀}
[3112]		語	⿰{言,吾}
[3113]		誣	⿰{言,巫}
[3114]		誤	⿰{言,呉}
[3115]		誦	⿰{言,甬}
[3116]		誨	⿰{言,⿱{𠂉,母}}
[3117]		説	⿰{言,兑}
[3118]		読	⿰{言,売}
[3119]		豪	⿱{⿱{亠,口},⿱{冖,豕}}(⿱{⿱{亠,口},家})
[3120]		賑	⿰{貝,辰}
[3121]		赫	⿰{赤,赤}
[3122]		跼	⿰{⻊,局}
[3123]		踊	⿰{⻊,甬}
[3124]		輓	⿰{車,免}
[3125]		輔	⿰{車,甫}
[3127]		辣	⿰{⿻⿱{立,𠂇},束}
[3128]		適	⿺{⻌,啇}
[3129]		遭	⿺{⻌,曹}
[3130]		遮	⿺{⻌,庶}
[3131]		鄙	⿰{啚,阝}
[3132]		酵	⿰{酉,孝}
[3133]		酷	⿰{酉,告}
[3134]		酸	⿰{酉,夋}
[3135]		鉾	⿰{金,牟}
[3136]		銀	⿰{金,艮}
[3137]		銃	⿰{金,充}
[3138]		銅	⿰{金,同}
[3139]		銑	⿰{金,先}
[3140]		銓	⿰{金,全}
[3141]		銘	⿰{金,名}
[3142]		銚	⿰{金,兆}
[3143]		銜	⿲{彳,金,亍}(⿻⿲{行,金})
[3144]		銭	⿰{金,㦮}
[3145]		関	⿵{門,⿻⿱{丷,天}}
[3146]		閣	⿵{門,各}
[3147]		閥	⿵{門,伐}
[3148]		際	⿰{阝,祭}
[3149]		障	⿰{阝,章}
[3150]		隠	⿰{阝,⿱{⿱{⺤,∃},心}}
[3151]		雌	⿰{此,隹}
[3152]		雑	⿰{卆,隹}
[3153]		需	⿱{⻗,而}
[3154]		静	⿰{青,争}
[3155]		頗	⿰{皮,頁}
[3156]		領	⿰{令,頁}
[3157]		頚	⿰{圣,頁}
[3158]		颯	⿰{立,風}
[3159]		颱	⿺{風,台}
[3160]		餅	⿰{⻞,并}
[3161]		餌	⿰{⻞,耳}
[3162]		駁	⿰{馬,爻}
[3163]		駄	⿰{馬,太}
[3164]		駅	⿰{馬,尺}
[3165]		駆	⿰{馬,区}
[3166]		骰	⿰{骨,殳}
[3167]		髣	⿱{髟,方}
[3168]		髪	⿱{髟,友}
[3169]		魁	⿺{鬼,斗}
[3170]		魂	⿰{云,鬼}
[3171]		鳳	⿵{⺇,⿻⿱{一,鳥}}
[3172]		鳴	⿰{口,鳥}
[3173]		鳶	⿱{弋,鳥}
[3174]		鼻	⿱{自,⿻⿱{田,廾}}
[3177]		僻	⿰{亻,辟}
[3178]		儀	⿰{亻,義}
[3179]		億	⿰{亻,意}
[3180]		儚	⿰{亻,夢}
[3181]		凛	⿰{冫,禀}
[3182]		劇	⿰{豦,刂}
[3183]		劈	⿱{辟,刀}
[3184]		劉	⿰{⿱{⿰{⿻⿱{ノ,厶},刀},金},刂}
[3185]		勲	⿱{動,灬}
[3186]		嘱	⿰{口,属}
[3187]		嘲	⿰{口,⿰{龺,⿵{冂,⺀}}}(⿰{口,朝})
[3188]		嘶	⿰{口,斯}
[3189]		嘸	⿰{口,無}
[3190]		噎	⿰{口,壹}
[3191]		噛	⿰{口,歯}
[3197]		器	⿻×{㗊,大}
[3198]		噴	⿰{口,賁}
[3199]		墜	⿱{隊,土}
[3200]		墳	⿰{土,賁}
[3201]		嬉	⿰{女,壹}
[3202]		嬋	⿰{女,單}
[3203]		嬌	⿰{女,喬}
[3204]		審	⿱{宀,番}
[3205]		寫	⿱{宀,⿹{臼,⿻⿱{勹,灬}}}
[3206]		寮	⿱{宀,尞}
[3207]		導	⿱{道,寸}
[3208]		履	⿸{尸,復}
[3209]		幡	⿰{巾,番}
[3210]		幣	⿱{⿰{⿻×{⿻×{⿻⿱{⺌,冂},丨},丷},攵},巾}(⿱{敝,巾})
[3211]		廟	⿸{广,⿰{龺,⿻⿵{冂,⺀}}}(⿸{广,朝})
[3212]		廣	⿻⿸{⿻⿸{广,廿},⿻⿱{⿻⿱{一,由},ハ}}
[3213]		弊	⿱{⿰{⿻×{⿻×{⿻⿱{⺌,冂},丨},丷},攵},廾}(⿱{敝,廾})
[3214]		影	⿰{景,彡}
[3215]		徹	⿰{彳,⿰{育,攵}}
[3216]		慙	⿱{斬,心}
[3217]		慧	⿱{⿰{丰,丰},⿱{∃,心}}(⿱{彗,心})
[3218]		慫	⿱{從,心}
[3219]		慮	⿸{虍,思}
[3220]		慰	⿱{尉,心}
[3221]		慳	⿰{忄,堅}
[3222]		慶	⿻⿸{⿻⿸{⿸{广,⿻⿱{⿻×{𠃍,⿰{丨,丨}},一}},乛},⿱{心,夂}}
[3223]		慾	⿱{欲,心}
[3224]		憂	⿱{⿻⿱{⿻⿵{⿻⿱{⿻⿱{一,′},冂},二},冖},⿱{心,夂}}
[3225]		憔	⿰{忄,焦}
[3226]		憚	⿰{忄,單}
[3227]		憤	⿰{忄,賁}
[3228]		憧	⿰{忄,童}
[3229]		憫	⿰{忄,閔}
[3230]		憬	⿰{忄,景}
[3231]		憮	⿰{忄,無}
[3232]		戯	⿰{虚,戈}
[3233]		摩	⿸{麻,手}
[3234]		撃	⿱{⿰{車,殳},手}
[3235]		撒	⿰{扌,散}
[3236]		撓	⿰{扌,賁}
[3237]		撚	⿰{扌,然}
[3238]		撞	⿰{扌,童}
[3239]		撤	⿰{扌,⿰{育,攵}}
[3240]		撥	⿰{扌,発}
[3241]		撩	⿰{扌,寮}
[3242]		撫	⿰{扌,無}
[3243]		播	⿰{扌,番}
[3244]		撮	⿰{扌,最}
[3245]		撰	⿰{扌,⿱{⿰{巳,巳},共}}(⿰{扌,巽})
[3246]		撲	⿰{扌,菐}
[3247]		撹	⿰{扌,覚}
[3248]		敵	⿰{啇,攵}
[3249]		敷	⿰{旉,攵}
[3250]		暫	⿱{斬,日}
[3251]		暴	⿱{日,⿵{共,氺}}(⿱{日,⿵{共,水}})
[3252]		槻	⿰{木,規}
[3253]		槽	⿰{木,曹}
[3254]		樗	⿰{木,⿱{⻗,⿱{一,丂}}}
[3255]		標	⿰{木,票}
[3256]		樟	⿰{木,章}
[3257]		権	⿰{木,⿻⿱{⿱{𠂉,一},隹}}
[3258]		横	⿰{木,黄}
[3259]		歓	⿰{⿻⿱{⿱{𠂉,一},隹},欠}
[3260]		毅	⿰{豙,殳}
[3261]		漿	⿱{將,水}
[3262]		潔	⿰{氵,絜}
[3263]		潜	⿰{氵,替}
[3264]		潟	⿰{氵,⿻⿱{臼,⿻⿹{勹,灬}}}
[3265]		潤	⿰{氵,閏}
[3266]		潮	⿰{氵,朝}
[3267]		潰	⿰{氵,貴}
[3268]		潸	⿰{氵,⿰{⿰{𣎳,𣎳},月}}
[3269]		潺	⿰{氵,孱}
[3270]		澁	⿰{氵,歮}
[3271]		澄	⿰{氵,登}
[3272]		澆	⿰{氵,堯}
[3273]		澎	⿰{氵,彭}
[3274]		熟	⿱{孰,灬}
[3275]		熨	⿱{尉,火}
[3276]		熬	⿱{敖,灬}
[3277]		熱	⿱{埶,灬}
[3278]		璋	⿰{𤣩,章}
[3279]		畿	⿹{⿻⿱{⿰{糸,糸},戈},田}
[3280]		痩	⿸{疒,⿻⿱{申,又}}
[3281]		瘠	⿸{疒,脊}
[3282]		瘡	⿸{疒,倉}
[3283]		瘢	⿸{疒,般}
[3284]		瘤	⿸{疒,留}
[3285]		皚	⿰{白,豈}
[3286]		皺	⿰{芻,皮}
[3287]		監	⿱{⿰{臣,⿱{𠂉,一}},皿}
[3288]		盤	⿱{般,皿}
[3289]		瞋	⿰{目,眞}
[3290]		瞑	⿰{目,冥}
[3291]		確	⿰{石,隺}
[3292]		碾	⿰{石,展}
[3293]		磊	⿱{石,⿰{石,石}}
[3294]		磋	⿰{石,差}
[3295]		磐	⿱{般,石}
[3296]		稼	⿰{禾,家}
[3297]		稿	⿰{禾,高}
[3298]		穂	⿰{禾,恵}
[3299]		窮	⿱{⿻⿱{宀,儿},躬}
[3300]		窯	⿱{⿻⿱{宀,儿},羔}
[3301]		箪	⿱{⺮,単}
[3302]		箱	⿱{⺮,相}
[3303]		箴	⿱{⺮,咸}
[3304]		箸	⿱{⺮,者}
[3305]		篁	⿱{⺮,皇}
[3306]		範	⿱{⺮,⿰{車,⺋}}
[3307]		篆	⿱{⺮,彖}
[3308]		篇	⿱{⺮,扁}
[3309]		糊	⿰{米,胡}
[3310]		緊	⿱{臤,糸}
[3311]		緘	⿰{糸,咸}
[3312]		線	⿰{糸,泉}
[3313]		緞	⿰{糸,段}
[3314]		締	⿰{糸,帝}
[3316]		編	⿰{糸,⿸{戸,𠕁}}
[3317]		緩	⿰{糸,⿱{⺤,叐}}
[3318]		緬	⿰{糸,面}
[3319]		緻	⿰{糸,致}
[3321]		縁	⿰{糸,⿻⿱{彐,豕}}
[3323]		縄	⿰{糸,⿻⿱{甲,甩}}
[3324]		縋	⿰{糸,⿺{⻍,𠂤}}(⿰{糸,追})
[3325]		罵	⿱{罒,馬}
[3326]		罷	⿱{罒,能}
[3328]		羯	⿰{羊,曷}
[3330]		翩	⿰{⿸{戸,𠕁},羽}
[3331]		膝	⿰{月,⿻⿱{木,⿵{人,氺}}}
[3332]		膠	⿰{月,翏}
[3333]		膵	⿰{月,萃}
[3334]		舗	⿰{舍,甫}
[3336]		舞	⿱{⿻⿱{⿻⿱{𠂉,卌},一},舛}
[3337]		蔬	⿱{⺾,疏}
[3338]		蔵	⿱{⺾,⿵{戊,臣}}
[3339]		蔽	⿱{⺾,敝}
[3340]		蕁	⿱{⺾,尋}
[3341]		蕃	⿱{⺾,番}
[3342]		蕉	⿱{⺾,焦}
[3343]		蕎	⿱{⺾,喬}
[3344]		蕨	⿱{⺾,厥}
[3345]		蕩	⿱{⺾,湯}
[3346]		蕪	⿱{⺾,無}
[3347]		蝉	⿰{虫,単}
[3348]		蝙	⿰{虫,⿸{戸,𠕁}}
[3349]		蝟	⿰{虫,胃}
[3350]		蝠	⿰{虫,畐}
[3351]		蝦	⿰{虫,叚}
[3352]		蝴	⿰{虫,胡}
[3353]		蝶	⿰{虫,枼}
[3354]		蝸	⿰{虫,咼}
[3356]		蝿	⿰{虫,⿻⿱{田,甩}}
[3357]		蟒	⿰{虫,莽}
[3358]		衝	⿲{彳,重,亍}(⿻⿲{行,重})
[3359]		褒	⿱{⿱{亠,保},𧘇}
[3360]		褪	⿰{⻂,⿺{⻍,艮}}(⿰{⻂,退})
[3361]		褫	⿰{⻂,⿸{⺁,虎}}
[3362]		誕	⿰{言,延}
[3363]		誰	⿰{言,隹}
[3364]		課	⿰{言,果}
[3365]		誹	⿰{言,非}
[3366]		調	⿰{言,周}
[3367]		諄	⿰{言,享}
[3368]		談	⿰{言,炎}
[3369]		請	⿰{言,青}
[3370]		諌	⿰{言,東}
[3371]		諍	⿰{言,爭}
[3372]		諏	⿰{言,取}
[3373]		諒	⿰{言,京}
[3374]		論	⿰{言,侖}
[3375]		諸	⿰{言,者}
[3376]		諾	⿰{言,若}
[3377]		謁	⿰{言,⿻⿱{日,匂}}
[3378]		豌	⿰{豆,宛}
[3379]		賓	⿻⿱{⿻⿱{宗,ノ},貝}
[3380]		賛	⿱{⿰{夫,夫},貝}
[3381]		賜	⿰{貝,易}
[3382]		賞	⿱{龸,員}
[3383]		賠	⿰{貝,咅}
[3384]		賣	⿱{士,⿱{罒,買}}
[3385]		賤	⿰{貝,戔}
[3386]		賦	⿰{貝,武}
[3387]		質	⿱{⿰{斤,斤},貝}
[3388]		賭	⿰{貝,者}
[3389]		趣	⿺{走,取}
[3390]		踏	⿰{⻊,沓}
[3391]		踞	⿰{⻊,居}
[3392]		踪	⿰{⻊,宗}
[3393]		輜	⿰{車,甾}
[3394]		輝	⿰{光,軍}
[3395]		輩	⿱{非,車}
[3396]		輪	⿰{車,侖}
[3397]		遵	⿺{⻌,尊}
[3398]		遷	⿺{⻌,⿵{⿻⿱{⻃,大},己}}
[3399]		選	⿺{⻌,巽}
[3400]		遺	⿺{⻌,貴}
[3401]		遼	⿺{⻌,尞}
[3402]		鄭	⿰{奠,阝}
[3403]		醇	⿰{酉,享}
[3404]		醋	⿰{酉,昔}
[3405]		銷	⿰{金,⿻⿱{𡭔,月}}
[3406]		鋏	⿰{金,夾}
[3407]		鋒	⿰{金,夆}
[3408]		鋤	⿰{金,助}
[3409]		鋪	⿰{金,甫}
[3410]		鋭	⿰{金,兑}
[3411]		鋳	⿰{金,寿}
[3412]		閲	⿵{門,兑}
[3413]		霄	⿱{⻗,⿻⿱{𡭔,月}}
[3414]		震	⿱{⻗,辰}
[3415]		霊	⿱{⻗,⿻⿱{二,业}}
[3416]		靠	⿻⿱{告,非}
[3417]		鞋	⿰{革,圭}
[3418]		鞍	⿰{革,安}
[3419]		鞏	⿱{⿰{工,凡},革}
[3420]		頤	⿰{𦣝,頁}
[3422]		頬	⿰{⿻×{丷,夫},頁}
[3423]		餃	⿰{⻞,交}
[3424]		養	⿵{⿻⿱{⺷,八},艮}(⿵{羌,艮})
[3425]		餓	⿰{⻟,我}
[3426]		駈	⿰{馬,丘}
[3427]		駐	⿰{馬,主}
[3428]		駑	⿱{奴,馬}
[3429]		駒	⿰{馬,句}
[3430]		駕	⿱{加,馬}
[3431]		駘	⿰{馬,台}
[3432]		駝	⿰{馬,它}
[3433]		魄	⿰{白,鬼}
[3434]		魅	⿺{鬼,夫}
[3435]		魯	⿱{魚,白}
[3436]		鴇	⿰{⿱{匕,十},鳥}
[3437]		鴈	⿸{厂,⿰{亻,鳥}}
[3438]		鴎	⿰{区,鳥}
[3439]		麩	⿺{⿻⿱{⿻⿱{⿻⿱{十,从},人},夂},夫}
[3440]		麹	⿺{麦,匊}
[3441]		麾	⿰{广,⿱{⿰{𣎳,𣎳},毛}}
[3442]		黎	⿱{⿰{禾,⿻⿹{勹,ノ}},⿵{人,氺}}
[3443]		黙	⿱{⿰{里,犬},灬}
[3446]		僭	⿰{亻,⿱{兓,白}}
[3447]		儒	⿰{亻,需}
[3448]		儕	⿰{亻,齊}
[3449]		凝	⿰{冫,疑}
[3450]		叡	⿰{睿,又}
[3451]		嘯	⿰{口,肅}
[3452]		噤	⿰{口,禁}
[3453]		噺	⿰{口,新}
[3454]		嚆	⿰{口,蒿}
[3455]		墾	⿱{貇,土}
[3456]		壁	⿱{辟,土}
[3457]		壇	⿰{土,亶}
[3458]		壊	⿰{土,⿻⿱{⿻⿱{十,罒},衣}}
[3459]		奮	⿵{大,⿱{隹,田}}
[3460]		嬖	⿱{辟,女}
[3461]		嬢	⿰{女,⿵{六,⿻⿱{𠀎,𧘇}}}
[3462]		學	⿱{𦥯,子}
[3463]		嶮	⿰{山,僉}
[3464]		憐	⿰{忄,粦}
[3465]		憑	⿱{馮,心}
[3466]		憩	⿱{⿰{舌,自},心}
[3467]		憲	⿱{宔,⿱{罒,心}}
[3468]		憶	⿰{忄,意}
[3469]		憾	⿰{忄,感}
[3470]		懈	⿰{忄,解}
[3471]		懊	⿰{忄,奥}
[3472]		懐	⿰{忄,⿻⿱{⿻⿱{十,罒},衣}}
[3473]		擁	⿰{扌,雍}
[3474]		擂	⿰{扌,雷}
[3475]		擅	⿰{扌,亶}
[3476]		操	⿰{扌,喿}
[3477]		整	⿱{敕,正}
[3478]		曇	⿱{日,雲}
[3479]		樫	⿰{木,堅}
[3480]		樵	⿰{木,魚}
[3481]		樸	⿰{木,⿻⿱{业,⿻⿸{⿻×{兰,丿},乀}}}
[3482]		樹	⿰{木,尌}
[3483]		樽	⿰{木,尊}
[3484]		橄	⿰{木,敢}
[3485]		橋	⿰{木,喬}
[3486]		橘	⿰{木,矞}
[3487]		橙	⿰{木,発}
[3488]		機	⿰{木,幾}
[3489]		橢	⿰{木,⿰{阝,⿱{⿱{𠂉,工},月}}}
[3490]		歔	⿰{虚,欠}
[3491]		澤	⿰{氵,睪}
[3492]		澪	⿰{氵,零}
[3493]		澱	⿰{氵,殿}
[3494]		澳	⿰{氵,奥}
[3495]		激	⿰{氵,敫}
[3496]		濁	⿰{氵,蜀}
[3497]		濃	⿰{氵,農}
[3498]		濛	⿰{氵,蒙}
[3499]		熾	⿰{火,⿸{↖{⿱{亠,丷},戈},日}}
[3500]		燃	⿰{火,然}
[3501]		燈	⿰{火,登}
[3502]		燎	⿰{火,尞}
[3503]		燕	⿱{廿,⿱{⿻⿲{北,口},灬}}
[3504]		燗	⿰{火,⿵{門,月}}
[3505]		獣	⿰{⿱{畄,⿱{一,口}},犬}
[3506]		獲	⿰{犭,蒦}
[3507]		甌	⿰{區,瓦}
[3508]		瘰	⿸{疒,累}
[3509]		瘴	⿸{疒,章}
[3510]		盧	⿸{虍,⿱{田,皿}}
[3511]		瞞	⿰{目,⿻⿱{廿,⿻×{巾,⿰{入,入}}}}
[3512]		瞠	⿰{目,堂}
[3513]		磔	⿰{石,桀}
[3514]		磨	⿸{麻,石}
[3515]		稽	⿰{禾,⿱{尤,旨}}
[3516]		積	⿰{禾,責}
[3517]		穏	⿰{禾,⿱{⿻⿱{⺤,∃},心}}
[3518]		窶	⿱{⿻⿱{宀,儿},婁}
[3519]		窺	⿱{⿻⿱{宀,儿},規}
[3520]		築	⿱{⺮,⿱{⿰{工,凡},木}}
[3521]		篝	⿱{⺮,冓}
[3522]		篤	⿱{⺮,馬}
[3523]		篦	⿱{⺮,⿻⿱{囟,比}}
[3524]		篭	⿱{⺮,竜}
[3525]		糖	⿰{米,唐}
[3526]		緯	⿰{糸,韋}
[3527]		縉	⿰{糸,晉}
[3528]		縊	⿰{糸,⿱{⿻×{八,一},⿻⿱{八,皿}}}
[3529]		縒	⿰{糸,差}
[3530]		縛	⿰{糸,専}
[3531]		縞	⿰{糸,高}
[3532]		縟	⿰{糸,辱}
[3533]		縢	⿰{月,⿵{⿻×{⿻×{⿱{ハ,二},ノ},乀},糸}}(⿰{月,⿵{龹,糸}})
[3534]		縦	⿰{糸,⿻⿱{丷,𤴓}}
[3535]		縫	⿰{糸,⿺{⻌,夆}}
[3536]		繁	⿱{敏,糸}
[3537]		罹	⿱{罒,惟}
[3539]		翰	⿰{龺,⿱{人,羽}}
[3540]		膨	⿰{月,彭}
[3541]		膳	⿰{月,善}
[3543]		興	⿱{⿻⿱{⿲{⿻⿸{⿻⿱{′,丨},二},⿹{⿻⿱{ノ,𠃑},丨},同},一},ハ}
[3544]		艙	⿰{舟,倉}
[3545]		蕗	⿱{⺾,路}
[3546]		蕭	⿱{⺾,肅}
[3547]		蕾	⿱{⺾,雷}
[3548]		薄	⿱{⺾,溥}
[3549]		薇	⿱{⺾,微}
[3550]		薐	⿱{⺾,稜}
[3553]		薔	⿱{⺾,⿱{⿻×{土,从},回}}(⿱{⺾,⿱{⿻⿱{⿻⿱{十,从},一},回}})
[3554]		薗	⿱{⺾,園}
[3555]		薙	⿱{⺾,雉}
[3556]		薦	⿱{⺾,廌}
[3557]		薨	⿳{⿻⿱{⺾,罒},冖,死}
[3558]		薪	⿱{⺾,新}
[3560]		薫	⿱{⺾,熏}
[3561]		薬	⿱{⺾,楽}
[3562]		薮	⿱{⺾,数}
[3563]		薯	⿱{⺾,署}
[3564]		融	⿰{鬲,虫}
[3565]		螟	⿰{虫,冥}
[3566]		蟇	⿵{莫,虫}
[3567]		衛	⿲{彳,韋,亍}(⿻⿲{行,韋})
[3568]		衡	⿲{彳,⿻⿱{⿻⿱{⺈,田},大},亍}(⿻⿲{行,⿻⿱{⿻⿱{⺈,田},大}})
[3570]		褶	⿰{⻂,習}
[3571]		襁	⿰{⻂,強}
[3572]		親	⿰{⿻⿱{立,木},見}
[3573]		諜	⿰{言,枼}
[3574]		諡	⿰{言,⿱{兮,皿}}
[3575]		諤	⿰{言,咢}
[3576]		諦	⿰{言,帝}
[3577]		諧	⿰{言,皆}
[3579]		諭	⿰{言,兪}
[3580]		諮	⿰{言,⿱{次,口}}
[3581]		諳	⿰{言,音}
[3582]		諷	⿰{言,風}
[3583]		諺	⿰{言,⿸{⿻⿱{⿻⿱{亠,㐅},厂},彡}}
[3584]		謀	⿰{言,某}
[3585]		謂	⿰{言,胃}
[3586]		謎	⿰{言,迷}
[3587]		謡	⿰{言,⿻⿱{⺤,⿻⿶{凵,干}}}
[3588]		豎	⿱{臤,豆}
[3589]		賢	⿱{臤,貝}
[3590]		蹂	⿰{⻊,柔}
[3591]		赭	⿰{赤,者}
[3592]		蹄	⿰{⻊,帝}
